default,amount_of_loan,credit_rating,years_with_bank,rent_mortgage_own,income,age
1,14000,A,0,0,30548,27
1,3000,B,1,0,18000,22
0,11000,B,3,0,90000,35
0,2925,B,5,0,27000,22
0,25000,C,1,0,52000,23
0,35000,A,16,1,106000,22
1,2200,A,11,1,45000,31
0,12000,A,1,0,85000,25
1,9450,B,0,0,23004,36
1,15000,B,8,1,80000,26
0,20000,C,27,1,98000,23
1,1000,D,1,0,12240,22
1,3000,D,2,0,42000,35
1,5000,A,12,0,41000,22
1,25300,B,14,0,95000,23
1,12000,B,15,1,75000,41
0,12000,A,2,0,73200,28
1,24000,C,4,0,78000,23
1,8000,C,2,0,48000,25
1,18000,A,5,0,54000,24
0,6000,A,15,1,60000,32
1,8000,D,6,0,50000,21
1,18000,A,7,0,115000,23
0,3500,D,14,1,75500,28
1,10000,D,3,1,40000,24
1,15000,B,13,1,125000,28
0,6000,C,3,1,54000,40
1,3000,B,30,2,35000,34
1,5000,C,0,2,30000,31
0,10000,B,2,0,165000,24
1,8000,B,1,0,42000,24
0,9000,B,2,0,57500,23
1,1200,A,6,0,39996,34
0,11000,D,29,1,70000,27
0,5000,B,18,1,70000,26
0,15000,C,3,0,85100,24
1,9000,D,31,1,70000,48
0,8000,B,11,0,135000,25
1,15000,C,1,1,68000,34
1,9000,D,8,2,44000,24
1,4000,D,26,0,34000,36
1,12000,B,3,0,50000,22
0,8000,B,18,1,82000,31
1,20000,B,0,0,160000,34
1,2225,A,0,1,120000,31
0,8000,A,7,0,65000,22
0,1500,B,4,1,25632,24
1,10000,C,0,0,26400,22
0,4800,B,0,0,48000,24
1,10000,A,0,2,68700,27
1,8000,C,1,1,84000,23
1,3000,B,10,0,30000,23
1,9000,D,8,1,39000,27
0,30000,D,0,0,171600,25
0,30000,D,7,0,90000,36
0,10000,C,2,0,33280,22
0,9200,B,3,0,62000,28
1,8000,C,0,0,88500,23
1,1500,C,13,1,80000,31
1,15000,B,7,1,62004,23
1,3000,B,3,0,40000,28
1,10000,C,11,0,140000,32
1,2400,B,7,0,46800,30
0,11500,B,4,0,73000,37
1,6300,C,7,0,50724,22
0,16700,A,24,1,33400,28
0,10000,A,0,1,63132,22
0,8000,C,8,1,60000,25
0,6000,B,5,0,45000,24
0,13000,C,2,0,65000,37
1,10000,B,4,1,54000,21
1,24250,D,18,0,104000,39
1,1250,B,35,0,26000,31
0,5200,A,10,1,63599,36
0,3800,A,1,2,15523,34
1,9200,A,16,0,29000,26
0,5500,A,4,1,61766,39
1,25000,D,4,0,200000,28
0,6000,A,6,1,70000,24
0,9050,A,3,1,108000,24
1,6000,A,0,1,52800,25
1,5000,C,11,0,51000,30
1,1500,B,1,0,10800,30
1,2100,C,5,1,24000,26
0,20000,A,8,1,140000,22
1,20000,C,15,0,50000,25
1,5000,C,1,1,24000,22
1,5500,B,2,0,30000,31
0,4800,B,5,0,60000,46
1,12000,B,1,0,75000,35
1,5000,B,17,0,24000,30
1,2500,D,2,0,43000,22
1,7000,D,8,0,45000,24
0,2800,A,5,0,14800,21
0,19000,D,4,0,48384,38
1,8000,D,10,1,87000,22
0,8000,B,2,1,72000,38
1,3500,B,6,0,65000,32
1,4800,A,8,1,70000,45
0,16800,B,11,1,60000,22
1,17500,C,3,1,75000,26
1,5000,B,4,0,37516.8,23
1,12000,C,4,2,64500,25
0,10000,A,0,0,45500,22
0,2000,B,3,0,48000,25
0,5000,B,2,0,42000,30
0,8000,A,4,0,50000,28
0,15000,A,3,2,30000,22
1,5800,D,0,0,75000,34
1,8000,C,2,0,37500,23
0,6000,B,7,0,35000,22
0,10000,C,3,0,50000,22
1,3000,A,0,0,23000,24
0,15000,B,5,2,160000,25
0,2750,B,3,0,57120,30
0,3000,F,6,0,23004,27
0,20000,B,2,0,110000,23
0,10000,B,6,0,40000,25
1,12000,D,21,0,75000,24
1,7750,C,1,1,100000,36
1,7500,B,8,0,30000,21
1,3000,C,2,0,45996,24
1,16000,C,4,0,44400,22
1,4200,A,12,2,32700,24
0,9600,B,2,1,62100,26
0,18000,B,20,1,36000,26
1,21000,B,2,0,65000,22
1,3000,B,6,0,43000,22
0,3000,A,10,1,93000,31
1,12000,D,0,1,44004,27
1,7000,D,7,0,65000,22
1,1500,C,0,0,17000,41
1,14000,B,7,1,40000,23
1,4200,D,2,0,30000,22
1,35000,C,38,0,75000,36
1,3500,B,1,1,67296,23
1,14500,A,11,1,76500,26
1,14500,D,0,0,42000,25
0,1000,A,2,0,29000,26
1,9000,A,10,1,91200,30
0,9500,A,5,0,41000,23
1,25000,F,17,1,95000,23
1,4800,D,6,0,55000,28
1,11200,B,1,1,35000,26
0,5000,A,0,0,76000,25
0,9050,A,3,0,30000,34
0,18000,A,4,0,82500,48
0,8000,A,1,1,61000,22
0,12000,A,15,2,51000,27
1,4000,A,3,1,42000,43
1,14000,B,2,2,35000,23
0,6000,A,2,0,23198,25
0,7500,B,1,1,40000,24
0,6000,C,0,0,60000,38
1,3800,A,2,0,13200,32
1,10375,C,3,0,41280,25
1,4800,C,12,0,41504.4,22
1,3000,A,6,2,24000,28
1,7000,B,8,1,52000,26
1,15000,D,2,1,60000,32
0,12000,A,12,1,85000,26
1,16000,C,5,0,50000,28
0,35000,A,6,1,125000,23
1,3700,A,26,1,40000,28
0,3500,A,0,0,19200,35
1,15000,B,12,1,64000,26
1,13000,C,15,1,50000,26
1,1500,C,2,0,44004,29
0,10000,A,0,0,49500,37
1,9000,C,2,1,91992,37
0,7750,B,8,1,29000,37
1,15000,A,0,0,140000,29
0,2000,B,0,0,69996,30
0,25000,D,0,1,97000,33
1,15000,B,0,1,84000,24
1,15600,E,30,1,148112,25
1,8875,C,3,2,30000,34
0,3000,A,4,1,60000,22
1,9000,E,11,1,237000,28
0,6000,B,1,0,45000,26
1,9800,A,12,0,50000,23
1,8000,D,1,0,75000,25
0,13200,D,0,1,110000,24
0,25000,B,14,1,186063,29
1,7200,C,14,1,64000,23
1,15200,C,5,1,96000,35
0,5400,A,0,0,33600,26
1,8000,C,2,0,48000,23
1,25000,D,5,1,130000,33
1,7000,B,1,0,25000,21
0,8000,B,7,2,70000,28
1,14400,B,3,1,70000,22
1,12000,B,5,0,72000,32
0,6250,A,2,1,46500,31
0,6800,A,8,0,68004,25
1,15000,E,4,1,85008,26
1,4000,C,1,1,70500,28
0,7000,B,32,1,59020.51,26
1,2000,C,1,0,38400,25
0,12000,A,4,1,200000,29
1,2800,A,1,0,8000,21
0,10000,B,19,2,180000,31
0,6000,A,2,1,200000,37
1,1200,C,10,1,90216,23
0,13000,E,3,0,65000,22
1,1400,B,0,0,4080,21
0,6200,C,6,0,29004,22
0,8100,A,16,1,124000,29
0,14000,A,6,1,104800,38
0,9600,C,4,1,62892,22
0,20000,B,5,0,78000,28
1,7000,A,3,1,61000,24
0,10750,C,0,0,24996,31
0,15000,C,23,0,45000,23
1,1300,C,5,0,45000,24
1,5000,C,0,0,48000,23
1,8450,A,4,1,98400,26
0,3000,A,9,1,48156,22
0,1500,A,2,0,18700,26
1,6000,D,11,0,64668,24
1,3600,C,2,0,55000,28
1,19600,D,26,0,77000,33
1,15000,B,37,2,75000,23
1,1000,D,0,0,15000,22
0,14400,A,8,1,48000,31
0,4000,A,2,0,42000,33
1,12000,A,6,1,55635,23
1,5000,C,4,0,33000,27
1,3500,D,1,0,12000,22
0,7800,D,7,0,43955.48,23
1,20000,C,7,0,110000,22
1,8000,A,25,0,70000,22
1,3000,A,1,0,64170,22
0,3000,B,5,0,35000,22
1,8500,C,5,0,40000,23
0,8000,B,3,0,48000,26
1,10000,B,8,0,60000,46
0,12000,B,0,0,60000,25
0,11200,C,13,1,179000,31
0,5000,B,3,0,25000,29
0,2500,C,0,1,38000,33
0,1500,A,0,0,22800,40
1,9000,A,1,1,110000,22
0,2100,A,2,0,21000,34
1,22000,D,1,2,60000,28
0,4200,A,4,0,47500,24
0,7000,A,5,0,21600,23
1,12000,C,4,0,60000,39
1,4500,B,12,0,66000,25
1,5000,C,4,0,41000,22
1,8475,B,10,0,38423.87,32
1,7500,D,3,1,55000,24
0,12000,B,5,0,40000,31
0,7200,A,2,0,59000,22
0,14000,A,6,1,124000,33
1,5000,B,6,0,60000,27
1,7500,C,4,2,32000,23
1,7500,B,5,1,78000,30
0,6925,A,3,0,39500,30
0,8000,B,6,0,25000,43
0,24000,A,4,0,85000,32
0,3000,C,3,1,45000,22
1,13650,D,2,1,57600,27
1,4375,E,3,0,22044,24
0,21000,B,8,1,113000,25
0,5000,C,2,1,100000,29
1,2650,A,19,0,10000,31
1,5000,B,8,0,40000,22
0,7000,B,12,1,54072,34
1,20000,D,1,1,48000,33
0,9000,A,0,1,30000,32
1,6500,D,2,1,73000,26
1,10000,B,4,0,24000,25
1,24250,D,2,1,120000,23
1,20500,F,4,1,100000,27
0,6000,A,20,1,60000,23
1,11200,D,15,0,55259,33
0,6000,A,21,0,53000,25
0,6000,B,26,2,69996,40
0,12000,C,5,0,75000,21
1,2500,C,0,0,42000,22
1,4900,B,2,0,38400,25
1,3600,D,2,0,132000,33
0,6000,A,3,0,24000,69
0,9000,D,23,1,72000,25
1,5000,B,8,0,29865,22
1,10275,A,5,0,32400,29
0,7000,A,5,1,80000,26
1,3000,B,4,1,32000,24
1,2800,A,30,1,52800,36
0,4800,A,29,2,75000,22
1,8000,B,9,0,50000,29
0,20000,B,0,1,57000,23
0,21250,A,4,1,57996,22
1,11000,C,2,2,33000,21
0,9000,E,1,0,39996,24
0,10000,C,1,1,58200,22
1,3000,D,0,0,51996,22
1,14500,A,14,1,70000,24
0,3000,A,5,0,59000,23
1,12000,C,2,0,37008,25
0,9000,C,2,0,90000,27
1,1000,A,5,0,9600,24
1,4000,C,4,0,107000,32
1,2000,D,0,0,48000,32
1,25000,F,1,1,230000,29
1,8000,A,22,0,42672.48,27
0,30000,D,12,1,106982,22
0,7800,B,2,0,80000,23
1,5000,C,4,0,30000,23
1,12000,A,3,1,120000,39
0,4800,A,2,0,20000,28
1,5000,A,10,1,90000,30
0,6000,A,0,2,21600,39
1,7000,B,15,0,45000,25
0,7000,A,14,2,90000,22
0,5000,D,12,0,60000,28
1,16000,C,2,0,41900,21
1,16000,D,23,1,53684,21
0,13000,B,2,0,130000,37
1,7200,C,1,0,31000,29
0,7000,A,22,1,30000,32
1,1500,B,1,0,35000,50
0,18000,B,8,1,180396,29
1,10000,B,2,0,75000,22
1,7000,B,5,0,42614,22
1,4000,E,11,0,47000,28
0,3200,B,3,0,44568,22
0,14400,B,6,0,72000,24
1,1000,E,1,0,24000,24
1,10000,C,4,1,80000,36
0,7000,A,3,0,105000,34
1,1600,A,2,0,28800,25
0,7200,A,17,0,149000,25
1,8400,D,10,1,62400,22
1,7000,D,20,2,60000,28
0,14000,A,0,0,105000,24
1,7100,A,2,2,26000,22
1,8000,E,4,0,84000,22
0,25000,B,11,0,102400,24
0,15000,A,16,1,52800,30
0,13000,B,16,1,51072,24
1,10000,D,3,0,70000,23
1,7200,B,16,1,50000,22
0,1500,C,9,0,27996,30
0,24000,A,3,1,115000,27
1,13500,C,23,0,37000,24
1,16700,B,4,0,54996,23
0,3000,C,0,0,130000,28
0,6000,B,4,0,85000,25
1,8000,C,4,0,95000,25
1,7000,A,3,0,18500,23
1,10000,B,5,0,29406,26
1,9250,C,0,0,19200,28
0,18000,B,20,1,120000,27
1,7000,B,9,2,87504,24
0,15000,B,5,1,84000,38
1,7500,A,1,0,12720,21
1,10000,A,12,2,123996,25
1,5000,D,5,2,24000,44
0,12000,D,21,0,48686,36
0,5000,A,6,0,40000,24
1,1500,A,0,0,60000,52
0,9000,A,1,2,40000,24
1,1800,A,15,0,36000,25
0,6000,B,2,0,45000,23
0,9600,A,14,1,140000,33
0,6000,A,3,0,60000,34
1,12000,C,3,1,88000,24
0,15000,B,4,1,48000,22
0,4400,B,7,1,62690.88,26
1,2000,C,5,0,39500,24
0,4000,C,5,0,86095,27
0,25000,D,2,0,90000,23
1,2000,B,2,0,30000,26
1,1000,E,2,0,14400,22
0,2550,B,9,0,66000,31
1,8000,A,8,1,40000,44
1,9000,C,7,1,90000,25
1,5600,B,8,1,39000,29
1,3000,E,3,0,44000,42
1,5000,B,3,1,132996,24
1,3200,A,5,1,48000,22
1,10000,C,1,2,37800,25
0,12000,B,19,0,56000,21
1,15000,E,2,1,50000,21
1,4500,A,5,0,38000,22
0,7200,C,8,0,56052,28
1,10000,C,6,0,60000,22
1,10000,A,2,1,62000,27
1,9800,B,4,1,65000,26
1,1500,A,3,0,42769,25
1,14975,B,2,0,30000,34
0,12000,B,4,0,34500,24
0,4350,A,8,0,30000,22
1,14000,A,0,1,42000,21
0,12400,B,5,1,165000,28
0,4000,C,0,0,24000,27
1,20000,D,12,1,50000,26
0,10000,B,6,1,30000,30
1,25000,F,0,2,45000,22
0,4500,A,3,1,58000,21
0,10550,A,12,0,35000,33
0,2250,A,3,0,52500,36
0,12000,A,4,1,128000,24
1,3000,D,4,0,59100,28
1,6000,B,1,0,89700,27
1,22400,D,6,0,84996,42
1,10000,B,12,0,50000,22
0,15000,A,3,1,60000,22
1,7125,C,2,1,37460,23
1,7500,C,0,0,32004,30
0,6000,C,6,1,102000,26
1,2500,A,2,1,33996,21
1,13000,E,1,0,50000,23
1,7000,A,17,0,33996,26
1,20000,E,2,1,78000,35
0,10000,A,13,1,150996,31
1,7000,B,6,0,30000,22
1,11100,A,30,0,41000,38
1,20000,C,1,1,118560,45
1,5000,D,0,2,14400,30
1,3625,A,2,0,54000,27
0,3500,B,5,1,50000,24
1,3000,C,1,0,52000,25
0,7200,A,12,0,37200,24
1,9000,C,0,0,115000,33
1,10000,C,3,0,84000,25
1,8000,C,3,0,39100,39
0,3500,A,18,1,42000,27
1,7675,D,7,2,42994,34
0,8000,D,5,0,28800,26
0,15000,C,1,0,30000,22
1,8000,D,3,1,51000,33
1,25000,B,0,0,80000,33
0,12000,A,4,0,86000,27
1,7200,C,3,0,70000,30
1,13775,C,6,0,32878,40
0,6000,A,7,2,19000,21
0,9600,B,2,1,48000,22
0,2400,B,2,0,45000,37
1,7750,G,15,1,53000,27
0,8000,C,1,0,52000,28
1,16000,B,2,0,88712,41
1,35000,F,7,0,120366.05,23
0,6000,A,0,1,75000,23
1,4500,B,2,0,91500,29
1,20000,C,3,0,55000,27
1,13000,B,25,1,56030,30
1,5600,C,0,0,40000,27
1,15000,C,9,1,121900,29
1,4000,D,2,0,15000,30
0,12000,B,21,0,83000,22
0,4200,B,11,1,75000,29
0,12000,B,2,0,60000,23
1,2000,A,2,0,20004,26
1,10000,C,14,1,77400,29
1,6575,C,5,0,36000,27
1,5500,A,0,0,170000,38
1,10000,C,12,1,53004,28
1,15250,E,6,0,42000,24
1,9800,C,2,0,33000,22
1,5000,B,0,1,55000,24
1,10000,A,4,0,31200,27
0,5000,A,1,1,97000,23
1,8000,B,14,0,39996,23
0,15000,A,3,1,70000,23
0,7300,A,13,0,96000,23
1,1000,D,9,0,10200,31
1,7500,B,4,0,22596,22
0,3000,B,4,1,21000,22
1,20500,G,5,2,69000,34
0,15000,D,0,0,75000,39
1,2000,A,5,0,18996,39
0,15000,C,0,0,100000,26
0,5000,B,3,1,54996,22
1,3600,D,0,0,21112,27
1,12000,B,5,0,210000,23
1,18000,A,1,0,64000,30
0,25000,B,19,1,102489.4,30
1,13000,A,7,1,40000,27
0,4800,B,1,0,50000,28
0,12000,A,7,2,40000,24
0,8500,D,3,2,50000,28
0,10000,A,11,1,57504,23
0,15975,C,29,1,125000,27
0,4750,B,6,1,123000,24
0,4800,B,6,2,38272,22
0,13000,C,9,0,84000,29
0,6200,A,7,0,69000,26
0,10000,A,14,1,73000,48
1,4000,C,8,0,26400,23
0,4500,A,1,1,70000,22
1,7000,C,5,1,60000,34
1,10000,D,1,0,26400,22
1,8000,B,5,1,62004,25
0,12000,C,3,0,96000,22
0,6000,A,6,1,90000,25
1,10000,D,16,1,40000,28
0,3000,A,13,1,69996,24
1,15000,E,6,1,98000,32
0,5300,B,14,1,60612,22
1,3250,E,5,1,12000,21
0,9000,B,3,0,36000,23
1,20000,D,1,0,57012.8,22
0,7000,B,6,1,66000,26
1,2500,A,4,0,42228,25
0,7500,A,15,1,147996,26
1,10000,A,13,1,55000,22
1,8000,D,26,0,56000,23
1,15000,B,1,0,45000,23
1,8000,D,2,0,61000,24
0,12000,A,3,2,67000,22
1,10500,B,2,0,35000,22
1,5175,B,0,0,21000,25
0,3000,D,1,0,18000,23
1,3000,C,6,0,30857,34
1,10000,C,0,0,84996,23
1,5600,B,12,0,72000,23
1,7200,C,5,0,46000,25
0,6400,A,0,0,42000,28
1,20000,C,11,0,95000,23
1,12000,C,0,1,47000,24
0,25000,D,2,2,600000,42
1,20000,B,0,1,96000,23
0,15000,C,1,0,118300,24
1,1400,B,5,0,41652,26
1,7500,C,3,1,110656,22
0,12000,B,12,0,75000,23
0,4000,B,3,1,85000,26
1,7300,B,0,1,65000,23
0,2500,C,0,1,107000,30
1,7000,A,2,0,42000,36
1,5600,D,1,0,14400,22
1,6500,D,3,1,54000,22
0,15000,C,2,1,79000,25
0,9600,C,1,0,60000,29
0,2100,A,33,1,35000,23
0,16000,A,9,1,70000,27
0,15000,A,5,0,60000,22
1,1200,B,3,0,20000,29
0,2200,A,2,0,42000,31
1,19750,B,4,0,45000,42
1,22400,C,0,0,45000,34
0,16000,A,14,1,120000,26
0,22000,B,5,1,100800,30
1,2800,D,18,0,80000,23
1,7500,C,0,1,38000,27
1,3200,C,5,0,39000,25
1,20000,B,5,1,60000,22
0,10400,B,4,0,44000,24
1,18000,B,3,0,65000,27
1,10000,A,4,0,34995,26
0,1000,E,4,2,22320,24
0,3625,A,11,2,19000,22
0,6250,C,0,1,65136.6,30
0,11000,A,1,0,50000,22
1,3775,C,1,2,22300,35
1,4500,C,12,0,17600,25
1,10000,B,23,1,28000,22
1,24000,B,3,1,180000,49
1,16425,C,4,0,44544,27
1,7500,E,7,0,48000,22
0,8500,C,7,0,55000,25
1,1000,A,6,2,33240,41
1,2500,C,7,0,19464,24
1,6000,B,8,2,68000,25
1,6400,D,6,0,30000,22
1,7000,A,3,1,43958,29
0,5500,B,7,1,54000,25
0,13500,A,4,1,100000,22
1,8575,D,3,1,32000,28
1,15000,D,15,1,38000,26
1,4750,C,0,1,16800,22
1,6000,B,18,1,71000,21
1,17600,A,0,2,63000,24
0,4500,B,5,0,35000,23
1,3500,C,0,1,65000,32
1,8000,D,12,1,52800,27
1,12000,B,0,0,60000,23
0,8325,A,1,0,26900,31
0,13300,D,7,0,39875,24
0,6000,A,2,0,41000,27
1,13000,E,5,0,42000,31
0,13225,D,12,0,40000,22
0,3600,B,0,0,40000,24
1,10200,B,5,2,50004,27
1,8000,A,9,1,54000,31
1,4000,B,15,1,185000,37
0,10000,A,14,1,120000,23
1,9000,D,7,0,54000,25
0,4000,C,0,0,42000,41
1,12000,C,7,0,53004,32
1,18300,B,7,1,79000,25
1,4000,D,6,0,13200,24
1,8500,C,1,0,40000,22
1,23800,A,5,2,102000,24
0,3600,D,1,2,120000,28
1,15000,E,0,0,40000,27
1,4200,C,3,0,28800,40
1,14125,B,13,1,75000,21
0,4800,A,1,1,79000,34
0,7500,A,8,0,30000,24
1,5000,A,4,0,75000,23
1,15000,B,4,0,62000,23
0,13000,A,16,1,100000,30
1,20000,D,2,0,60000,27
1,22000,E,9,1,66000,31
1,5000,C,22,0,33000,24
0,15000,B,3,1,65000,27
1,5000,D,3,1,19200,22
0,15000,B,0,0,33600,25
1,7000,D,9,0,20000,27
0,18200,B,4,0,55000,24
0,6000,C,5,0,50000,25
1,3000,A,1,0,62400,29
1,20000,B,0,0,96000,36
1,5000,D,0,0,27000,22
1,28250,D,7,1,120000,32
1,13250,D,15,0,40000,25
1,5000,B,28,1,136886,28
1,15000,C,8,0,95004,29
1,9000,B,15,1,36000,29
0,12000,A,1,1,50000,31
1,5000,B,7,0,69600,30
0,17500,B,6,0,40800,24
0,16000,B,12,0,93000,26
0,22000,B,9,1,92000,24
0,5000,A,0,0,58000,33
1,5000,C,3,1,60000,30
0,5000,B,0,1,96000,25
1,2000,E,4,0,384000,36
1,10000,C,8,0,35238.48,27
1,3025,B,23,1,76793,27
1,4750,A,7,1,30000,28
1,6000,B,3,2,65000,24
1,6000,D,5,0,32124,23
1,15000,C,10,0,60000,46
0,6000,C,3,0,20400,39
1,5900,B,2,0,14400,21
0,1500,B,3,1,38000,25
1,1500,B,1,1,55000,23
0,3000,C,1,1,120000,25
0,6550,A,2,0,42000,27
1,15000,C,0,0,102000,46
1,17000,E,3,1,64800,34
1,11200,A,4,0,36000,26
0,10000,A,4,1,75000,53
1,12000,A,1,1,65000,28
1,16000,C,14,1,43200,26
0,14000,C,12,0,122000,23
1,12500,A,8,1,42000,27
0,5000,C,4,0,45600,23
1,4000,C,16,0,56000,23
1,20000,B,0,1,98000,24
1,7000,B,3,0,84000,25
1,6200,A,9,0,20000,26
0,12000,D,3,1,113000,24
0,15000,D,2,0,72000,26
1,3000,C,0,0,48000,22
0,12200,A,2,1,86400,24
1,4800,B,25,1,55980,23
0,7000,A,19,1,99996,32
1,6000,B,2,0,30000,28
1,4650,C,14,1,45600,22
1,8400,D,13,1,120000,32
1,15075,C,6,0,37000,24
1,3600,B,6,0,48492,22
0,20000,C,0,0,53004,33
1,15000,B,4,0,65000,25
1,16000,D,0,0,50000,34
1,25000,E,9,1,92000,24
1,10000,D,6,1,61000,23
0,5000,C,2,0,26400,21
0,9600,A,5,0,71000,25
1,24250,C,19,1,128004,42
0,12000,A,2,1,56628,30
0,7000,B,8,1,110000,25
1,2500,C,19,1,67200,24
0,5000,A,2,1,80000,25
0,18000,B,20,1,120000,27
0,5000,A,2,1,62000,27
1,6000,A,5,1,95290,24
1,7550,C,8,1,36297,21
0,10500,A,14,1,155004,25
1,10000,C,1,1,62000,24
1,6000,B,3,0,21600,26
0,4750,D,4,0,21000,22
0,7500,B,2,0,57000,31
1,22200,E,2,0,160000,30
1,4000,C,5,0,42000,21
1,4000,B,5,0,26004,29
1,10000,A,1,0,26400,22
1,24000,C,8,1,90000,24
1,12000,A,3,0,32000,29
1,10000,C,7,1,114600,23
0,1000,B,3,0,42000,22
1,10000,E,6,1,660000,35
1,10000,C,2,0,50000,28
1,3000,C,13,1,45000,30
1,14000,C,3,0,145000,24
1,9600,D,5,0,60000,25
1,2500,A,5,0,22406,26
0,21000,C,26,1,103000,24
0,3000,B,15,1,45000,25
0,12000,A,2,1,44000,21
0,19200,A,4,0,90000,27
1,10000,A,5,2,35000,28
1,16000,B,6,2,72000,24
0,24000,D,0,0,73000,39
1,24250,D,2,0,136000,31
1,25000,D,2,1,94500,30
0,6000,A,0,0,53088,31
0,20000,B,5,1,44500,28
1,6000,B,3,0,52000,47
1,12000,A,8,1,30000,33
1,16750,B,8,1,60996,28
0,6000,B,6,0,62000,32
0,12000,A,11,1,215000,26
1,4000,C,27,0,63700,33
0,2400,B,31,1,91000,24
0,24250,B,11,2,225000,29
1,1800,C,13,0,29040,27
0,10000,A,2,1,100000,25
1,35000,E,8,0,85000,31
0,14125,A,5,0,39000,27
1,24625,G,20,0,84000,28
0,3000,B,3,0,74250,23
0,8400,A,20,1,72000,42
1,10000,B,6,0,50307.36,22
1,8000,C,0,0,96000,26
1,6000,B,4,0,35004,31
0,9000,A,3,0,57240,26
0,14000,A,4,1,30000,21
1,7000,A,18,0,80000,23
0,3600,A,6,1,81204,32
1,7400,E,3,1,35004,21
1,9600,C,7,1,90000,36
0,15000,C,12,1,74628,31
1,3000,C,5,0,71000,22
1,2500,C,6,1,31323,31
1,4500,A,0,1,39660,26
1,15850,D,5,2,55000,31
1,16000,F,3,1,60000,33
0,12000,B,1,0,84000,28
0,4800,A,6,0,125000,24
0,7750,A,2,1,57500,26
0,28000,A,12,1,132132,24
1,6000,C,1,0,36000,21
1,7000,D,10,1,43800,26
1,5225,A,8,1,135000,24
0,15000,D,14,1,204000,27
0,18000,B,18,1,115000,28
0,2000,C,8,0,44304,21
1,2500,D,8,0,54996,26
0,8000,D,3,0,54000,23
1,4500,D,8,2,50000,27
1,22750,D,3,1,60000,22
0,4000,A,5,0,50000,38
1,19200,C,15,0,53000,22
0,2400,B,6,0,31000,28
1,10000,D,14,1,56000,33
1,2800,C,15,1,41496,34
1,1000,A,4,0,12000,33
1,10000,B,4,2,38400,29
1,6000,B,5,1,62004,24
1,5000,C,2,1,110000,24
1,12000,D,3,0,80000,27
0,2000,C,8,1,50004,23
1,5000,B,16,0,63000,27
1,9000,E,7,0,155000,24
0,10000,A,1,2,40000,29
0,5400,C,1,0,50725,34
0,5000,B,4,0,25591,32
0,3600,B,5,1,48000,34
1,4200,B,4,0,42000,22
1,5000,C,7,0,26400,28
1,7000,B,0,0,45600,26
1,2500,D,2,0,42000,24
0,6000,A,16,2,52000,23
0,8000,A,19,1,113000,23
0,5400,A,0,0,29120,30
1,13000,A,3,1,56004,26
1,5000,D,4,0,42100,24
1,4500,B,6,1,40000,22
0,15250,C,37,1,75000,28
0,16000,B,20,1,300000,34
1,6000,B,2,0,74000,23
0,6625,A,13,1,30000,35
1,7725,E,0,0,62200,29
0,24250,B,12,1,140000,26
1,2800,A,11,0,54000,21
0,17000,B,7,1,75000,23
1,6700,A,0,0,12000,22
1,2000,B,2,2,12000,28
1,6000,A,29,0,93000,26
1,12000,A,3,1,72800,25
1,6000,D,0,0,36000,24
1,4750,A,0,2,18000,32
1,4000,A,0,0,35000,33
0,8000,A,1,1,30000,24
1,5000,C,1,0,22992,24
1,15450,C,2,1,40000,25
1,2500,A,5,2,8412,31
1,12000,C,3,2,33600,22
0,3200,A,3,1,55000,35
1,16000,D,0,2,86400,23
1,3000,E,5,0,42000,23
1,3600,C,4,1,65000,25
1,1500,E,8,0,39996,25
0,10000,B,2,0,165000,24
0,8500,B,3,0,65000,23
0,4500,A,0,0,41700,29
1,25975,D,5,1,80000,23
0,1000,B,20,2,60000,22
1,3250,A,2,1,39000,21
1,10000,D,4,1,36000,24
0,15000,C,6,1,280000,29
0,23000,C,0,1,120000,23
1,3000,B,4,1,90000,25
1,10000,D,3,0,25000,25
1,20000,B,9,1,157000,26
0,5000,B,4,0,49000,24
0,12000,A,16,1,61000,28
1,35000,B,6,1,225000,26
0,16500,B,8,2,75000,24
0,4000,B,2,0,22000,37
0,2500,B,25,2,18720,38
1,8000,B,5,0,36000,29
1,3825,B,1,0,40000,24
1,4800,C,14,0,29000,22
0,5000,A,2,0,42000,41
1,7500,D,1,0,23196,24
0,7000,A,35,1,48000,33
1,1000,C,6,1,74000,32
0,7000,A,22,0,62000,33
1,6000,C,0,0,35000,31
0,6000,A,5,0,33600,30
0,6000,B,2,1,42000,36
0,10000,E,1,0,54996,30
0,10000,A,6,1,60000,27
1,9000,A,7,0,36000,29
1,14000,D,4,1,64300,30
1,15000,C,2,1,87000,23
0,25000,D,2,0,90000,23
0,11000,A,20,2,158000,29
1,16000,C,2,1,55000,30
1,2700,A,3,0,26000,23
0,7200,A,6,0,42000,21
1,9000,D,3,1,50004,22
0,2000,D,4,0,48000,28
1,35000,B,27,0,85000,22
1,8000,A,6,1,42000,29
0,6000,A,11,1,100000,25
1,3500,C,5,1,24091.68,23
1,4500,C,1,0,35000,24
1,8000,C,2,0,52500,24
1,15000,D,0,1,160000,28
1,25000,C,29,1,79000,62
0,15000,C,2,0,56000,50
0,10000,A,25,1,63000,26
0,12250,A,13,1,60000,30
1,20000,D,2,0,60000,27
0,2400,B,6,0,31000,28
0,13000,A,6,1,75000,26
1,7000,A,11,1,84700,22
1,16500,B,5,0,47000,23
1,12800,D,9,1,228000,30
1,10625,C,15,1,25000,28
0,5500,A,3,1,80000,23
